"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"11","@SmthnglikeKites It is crazy cuz we are hearing about shootings in the US on the weekly! I’m a teacher and I’m here… https://t.co/sbTKgETnMg",FALSE,0,"SmthnglikeKites",2018-04-08 07:26:34,TRUE,"976254793516797952","982882376358350849","85124669","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paulaVanc",0,FALSE,FALSE,NA,NA
"12","#NRAIsATerroristOrganization #NRABloodMoney #NRABoycott #BoycottNRASponsors #GunLawsNOW #CommonSenseGunLaws… https://t.co/fbOYKxJmJo",FALSE,2,NA,2018-04-08 06:21:06,TRUE,NA,"982865901094453248",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kkjn1966",2,FALSE,FALSE,NA,NA
"13","#Teen Planned Massacre #SchoolShooting
Get PeerSafe free #safety alert #iphone #ipad app with alert messages to… https://t.co/hBtp3qtpWO",FALSE,0,NA,2018-04-08 05:30:07,TRUE,NA,"982853071939092481",NA,"<a href=""http://dropial.com/"" rel=""nofollow"">Dropial Service App</a>","boulderbusiness",0,FALSE,FALSE,NA,NA
"14","#Florida #schoolshooting hero blames sheriff, superintendent https://t.co/oKzK2ukKyC via @CBSNews #Parkland",FALSE,9,NA,2018-04-08 03:20:27,FALSE,NA,"982820438622351360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KNX1070",6,FALSE,FALSE,NA,NA
"15","@davidhogg111 @ChangeTheRef Thanks you all for your courage and resilience to keep alive the memories and the fight… https://t.co/zLyHSZCPKW",FALSE,41,"davidhogg111",2018-04-08 02:30:19,TRUE,"982746267204780032","982807825586962432","1915033663","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DorisGrinspun",21,FALSE,FALSE,NA,NA
"16","@KDVR Everyone high school students who hate guns and bullying, will not migrate to Japan rather than wasting youth… https://t.co/1hSObMcNA5",FALSE,0,"KDVR",2018-04-08 02:28:35,TRUE,"982801492900970497","982807388511088640","18777618","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yamadaikenkyuka",0,FALSE,FALSE,NA,NA
"17","@wdefnews12 Everyone high school students who hate guns and bullying, will not migrate to Japan rather than wasting… https://t.co/rF2QmV694v",FALSE,1,"wdefnews12",2018-04-08 02:27:27,TRUE,"982806488128385024","982807104166608896","28645139","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yamadaikenkyuka",1,FALSE,FALSE,NA,NA
"18","@POTUS @realDonaldTrump you should send the troops to protect our schools. #NationalGuard #military #schoolshooting",FALSE,0,"POTUS",2018-04-08 02:13:05,FALSE,NA,"982803486004805632","822215679726100480","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","seveneightwhite",0,FALSE,FALSE,NA,NA
"19","Simply stopping guns from being distributed won't stop shootings. There are other ways to obtain a gun. Help the me… https://t.co/MGxiFlKNkN",FALSE,1,NA,2018-04-08 01:19:41,TRUE,NA,"982790047278579713",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AwesomeTweetr",0,FALSE,FALSE,NA,NA
"20","Many have wrote #schoolshooting off as #evil. Rather than asking what caused the person to snap, attention has be f… https://t.co/qoC3w8ipPr",FALSE,0,NA,2018-04-07 23:33:58,TRUE,NA,"982763444624642048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hardverse",0,FALSE,FALSE,NA,NA
"21","Patriots Receiver Julian Edelman May Have Just Stopped a School Shooting https://t.co/34avzQFlLT #JulianEdelman #News #schoolshooting",FALSE,0,NA,2018-04-07 22:27:11,FALSE,NA,"982746638648332289",NA,"<a href=""http://vizecraft.me"" rel=""nofollow"">vizecraft.me</a>","vizecraft_me",0,FALSE,FALSE,NA,NA
"22","#StudentsStandUp #GunControl #ParklandStudents #schoolshooting #gunsense #BanAssaultWeapons #MomsDemandAction… https://t.co/lsdU5NycxK",FALSE,0,"Shivohm",2018-04-07 20:53:10,TRUE,"982722976213696512","982722977258061825","46493847","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Shivohm",1,FALSE,FALSE,NA,NA
"23","#SchoolShooting 
All of the shooters were male. Can someone give me an argument why they all were male and why male… https://t.co/KXvCmCQaM2",FALSE,0,NA,2018-04-07 20:44:53,TRUE,NA,"982720894157164545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","s_tar_shine",0,FALSE,FALSE,NA,NA
"24","RENT or BUY @DitchPartyMovie on #iTunes &amp; feel free to share your thoughts on what might lead a #highschool student… https://t.co/iXQ6K7284C",FALSE,13,NA,2018-04-07 20:01:50,TRUE,NA,"982710060479492096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TrillegalAlien",10,FALSE,FALSE,NA,NA
"25","@RepErikPaulsen @SteveScalise While the #MarchForOurLives Town Hall is happening, @RepErikPaulsen is attending a ho… https://t.co/fzqscpFk72",FALSE,9,"RepErikPaulsen",2018-04-07 19:31:03,TRUE,"982693660155432960","982702313583333377","17513304","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PlyMNIndivisibl",3,FALSE,FALSE,NA,NA
"26","#CA01 #CA04 #CA08 #CA10 #CA14 #CA21 #CA22 #CA23 #CA25 #CA35 #CA39 #CA42 #CA45 #CA48 #CA49 #CA50 #StudentsStandUp… https://t.co/dQhRj92yHY",FALSE,0,"Shivohm",2018-04-07 19:17:08,TRUE,"982698807275151361","982698809254752258","46493847","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Shivohm",1,FALSE,FALSE,NA,NA
"27","@RepErikPaulsen @SteveScalise .While you're having fun watching hockey, I and easily several 100 people, just liste… https://t.co/lm4gIJxJmP",FALSE,7,"RepErikPaulsen",2018-04-07 19:13:15,TRUE,"982693660155432960","982697831877283840","17513304","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","loribogren",0,FALSE,FALSE,NA,NA
"28","#SchoolShooting https://t.co/xtbg8bp6dv",FALSE,0,NA,2018-04-07 19:09:25,FALSE,NA,"982696868378427398",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TV_Agent",0,FALSE,FALSE,NA,NA
"29","Enough with the debates. Teach your kids to VALUE LIFE with these 9 steps.  #ValueLife #SchoolShooting #Safety https://t.co/XFtxD63pM5",FALSE,0,NA,2018-04-07 18:35:02,FALSE,NA,"982688216116416512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SolutionFocusD",0,FALSE,FALSE,NA,NA
"30","What is the screening process for individuals who enter?  https://t.co/moYVC1JOxG #SchoolShooting #Safety #Productivity #TimeManagement",FALSE,1,NA,2018-04-07 17:55:07,FALSE,NA,"982678170079023104",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","LivingOrderSA",1,FALSE,FALSE,NA,NA
"31","Show everyone for once that you're not just a big baby

#wiunion #wipolitics #wiworking #WFRV #Appleton #GreenBay… https://t.co/t30ZXPJLuJ",FALSE,5,NA,2018-04-07 17:37:40,TRUE,NA,"982673776256208897",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RedRoadRail",4,FALSE,FALSE,NA,NA
"32","#SchoolShooting Thwarted Thanks To Alert Gun Shop Owner https://t.co/frP5lgPtz1 #GunsSaveLives",FALSE,0,NA,2018-04-07 17:28:42,FALSE,NA,"982671522123759616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Politburo_Spy",0,FALSE,FALSE,NA,NA
"33","#Parkland #ParklandStudents #Broward #schoolshooting #GunControl #GunControlNow #icallbs #CNNISFAKENEWS https://t.co/tmvvIj0WyO",FALSE,0,NA,2018-04-07 17:20:05,FALSE,NA,"982669353337450496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nashtnmom1",0,FALSE,FALSE,NA,NA
"34","An 18-year-old foreign exchange student from Taiwan at a Catholic High School in PA had hundreds of rounds for an… https://t.co/oyREfoCU2k",FALSE,0,NA,2018-04-07 16:20:00,TRUE,NA,"982654232020029440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lubasmal",0,FALSE,FALSE,NA,NA
"35","The last of the #wounded students from #MarjoryStonemanDouglas was just released from #hospital. As horrific… https://t.co/2EnpWYOgVF",FALSE,0,NA,2018-04-07 16:05:17,TRUE,NA,"982650529225551872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ehornaday",0,FALSE,FALSE,NA,NA
"36","Our kids are getting shot in schools by American citizens while @realDonaldTrump is sending troops to the Mexican b… https://t.co/8ZZCSctIaz",FALSE,0,NA,2018-04-07 15:28:42,TRUE,NA,"982641321210011648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","classicmarissa",0,FALSE,FALSE,NA,NA
"37","@RamonHJr The Scumbag criminals at the #Pedophile #DeMolay #Order of #Child #Freemasonry #Felon #Schools… https://t.co/RqfB54atyv",FALSE,0,"RamonHJr",2018-04-07 14:22:13,TRUE,"982614893823188994","982624591272083458","762013614773407744","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","davino1959",0,FALSE,FALSE,NA,NA
"38","This week was def a little out of control

https://t.co/JyETTg199a

#ALLTHEBOOKS #AmReading #NonFiction #USHistory… https://t.co/fJBwg77QaN",FALSE,0,NA,2018-04-07 14:17:54,TRUE,NA,"982623505115164672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SarahsBookNook",1,FALSE,FALSE,NA,NA
"39","""As a parent, it’s especially hard to know how or even if you should talk about school shootings with your kids.""… https://t.co/qUx3zdaEM1",FALSE,0,NA,2018-04-07 11:00:00,TRUE,NA,"982573703434252289",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","CedarRapidsMoms",0,FALSE,FALSE,NA,NA
"40","No Assault Weapons in This Classroom: Is Home Schooling the Answer for Our School Shootings Problem?… https://t.co/qMeZWijH1R",FALSE,1,NA,2018-04-07 10:05:00,TRUE,NA,"982559860159123457",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","danspapers",0,FALSE,FALSE,NA,NA
"41","oh yeah, I forgot to spam hashtags. #promposal #Promposal2018 #prom #Deadpool #Deadpool2 #schoolshooting #funny #offensive #justajoke",FALSE,1,"DJack276",2018-04-07 07:54:31,FALSE,"982525590463905792","982527024227954688","2653009633","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DJack276",0,FALSE,FALSE,NA,NA
"42","Florida #SchoolShooting #survivor rejects 'hero' label https://t.co/7EAuaC4S5m",FALSE,0,NA,2018-04-07 06:41:16,FALSE,NA,"982508589456609281",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PhotoTelegram",0,FALSE,FALSE,NA,NA
"43","#schoolshooting The president has other important matters on his mind. @POTUS",FALSE,0,NA,2018-04-07 05:54:20,FALSE,NA,"982496776815980544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","houndslow",0,FALSE,FALSE,NA,NA
"44","#Neveragain countdown until the next #SchoolShooting
Get PeerSafe free #safety alert #iphone #ipad app with alert m… https://t.co/as74xQn0NU",FALSE,0,NA,2018-04-07 05:30:12,TRUE,NA,"982490704554242048",NA,"<a href=""http://dropial.com/"" rel=""nofollow"">Dropial Service App</a>","boulderbusiness",0,FALSE,FALSE,NA,NA
"45","A poster I made for school to protest gun violence and mass shootings 
Please share your art work to protest gun vi… https://t.co/RMeFXqZJ1J",FALSE,0,NA,2018-04-07 05:26:40,TRUE,NA,"982489815898775552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thenorthstarle1",0,FALSE,FALSE,NA,NA
"46","Does Anyone Know if There Is an Explanation for the Absence of Obituaries for the Alleged #Parkland #SchoolShooting… https://t.co/TQKzOaFdla",FALSE,15,NA,2018-04-07 05:11:37,TRUE,NA,"982486029629296640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaulCraigRobert",15,FALSE,FALSE,NA,NA
"47","#Teen Planned Massacre #SchoolShooting
Get PeerSafe free #safety alert #iphone #ipad app with alert messages to… https://t.co/gvN5UIG05O",FALSE,0,NA,2018-04-07 04:55:07,TRUE,NA,"982481875041075200",NA,"<a href=""http://dropial.com/"" rel=""nofollow"">Dropial Service App</a>","bocobuffs",0,FALSE,FALSE,NA,NA
"48","#NRAIsATerroristOrganization #NRABoycott #BoycottNRA #GunControl #GunContolNow #GunLaws #CommonSense… https://t.co/8bP5n2P3KQ",FALSE,1,NA,2018-04-07 03:32:05,TRUE,NA,"982460979052142592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kkjn1966",2,FALSE,FALSE,NA,NA
"49","Everyday I am shocked and saddened by America. #FoxNews, #Trump, #schoolshooting, #LasVegasShooting, #Flint,… https://t.co/nWkfMPP1bh",FALSE,0,NA,2018-04-07 03:31:25,TRUE,NA,"982460811087155200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","agayhasnoname",0,FALSE,FALSE,NA,NA
"50","Is there such a thing as an inactive shooter? #gunviolence #MarchForOurLives #schoolshooting",FALSE,0,NA,2018-04-07 03:28:14,FALSE,NA,"982460012302745600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ByTomLee",0,FALSE,FALSE,NA,NA
"51","#godsplan #ourchildren #schoolshooting #school #schoolfights  #school @ Middletown station https://t.co/lBitL2u1Z6",FALSE,0,NA,2018-04-07 03:13:40,FALSE,NA,"982456345931771904",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MartinAborlleil",0,FALSE,FALSE,"-74.1157","40.3894"
"52","@cas_huntington @SecretService @Twitter @POTUS @jack I'm hoping she gets the help she needs. Open threats on the Pr… https://t.co/gzR0pzVPEh",FALSE,1,"cas_huntington",2018-04-07 02:40:09,TRUE,"982430912775417856","982447911450574848","794299335479414784","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BayonetBobBear",0,FALSE,FALSE,NA,NA
"53","Warning: FLASH
 #NRAIsATerroristOrganization #NRABoycott #NRABloodMoney #BanAssaultWeapons #gunviolence… https://t.co/dQzJH6byWn",FALSE,0,NA,2018-04-07 00:44:51,TRUE,NA,"982418894043234304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kkjn1966",1,FALSE,FALSE,NA,NA
"54","THIS IS NOT OK. January 20: Winston Salem, NC ~ January 22: Italy, TX ~ January 23: Benton, KY ~ January 31: Philad… https://t.co/OYRzKFCe7G",FALSE,11,NA,2018-04-06 23:45:15,TRUE,NA,"982403896571244544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","theartisticfool",9,FALSE,FALSE,NA,NA
"55","What’s wrong when the parents of potential school shooters making claims about shooting up the school get upset wit… https://t.co/xn2hS7rwse",FALSE,0,NA,2018-04-06 21:18:51,TRUE,NA,"982367052747780097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gaye_mckim",0,FALSE,FALSE,NA,NA
"56","God help us ...... #protectkids #schoolshooting #2A #MAGA #SJW https://t.co/PqM6HpbgoE",FALSE,0,NA,2018-04-06 20:39:21,FALSE,NA,"982357113249902592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sheepdog4kids",0,FALSE,FALSE,NA,NA
"57","Send your thoughts DIRECTLY to the U.S Representatives, Senators, and Governors via https://t.co/G0Z0HCXUU4 to PREV… https://t.co/uZTBaTTdrh",FALSE,7,NA,2018-04-06 19:06:12,TRUE,NA,"982333670618001409",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pjw_tom",3,FALSE,FALSE,NA,NA
"58","@dominicpatafie @greensborocity Well, I think the solution to the #SchoolShooting “epidemic” is to simply… https://t.co/TU91QFK8Nr",FALSE,0,"dominicpatafie",2018-04-06 18:06:58,TRUE,"981301837784649729","982318761775652864","1452985219","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TheKyGuy",0,FALSE,FALSE,NA,NA
"59","#StudentsStandUp #GunControl #ParklandStudents #schoolshooting #gunsense #BanAssaultWeapons #MomsDemandAction… https://t.co/nhqhxcphW8",FALSE,0,"Shivohm",2018-04-06 17:35:12,TRUE,"982310767776026625","982310769831235584","46493847","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Shivohm",0,FALSE,FALSE,NA,NA
"60","Existing Programs and Practices in State and Federal Efforts to Maintain School Safety https://t.co/2Cu9GxOX8L #k12… https://t.co/uBzEeHF9Dp",FALSE,0,NA,2018-04-06 17:23:02,TRUE,NA,"982307708715008000",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","CSEP_ISU",0,FALSE,FALSE,NA,NA
"61","Do it anyhow!! #ParklandStrong #schoolshooting https://t.co/8OWjLsWfOc",FALSE,0,NA,2018-04-06 16:48:45,FALSE,NA,"982299081060925442",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","eracer19",0,FALSE,FALSE,NA,NA
"62","@20committee @brianstelter #CA01 #CA04 #CA08 #CA10 #CA14 #CA21 #CA22 #CA23 #CA25 #CA35 #CA39 #CA42 #CA45 #CA48… https://t.co/fVfizaloKE",FALSE,0,"Shivohm",2018-04-06 16:21:25,TRUE,"982292201005699072","982292203060867073","46493847","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Shivohm",0,FALSE,FALSE,NA,NA
"63","THIS IS WHAT CAUSES SCHOOL SHOOTINGS!

Parents, do your damn job!
<ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+00A0><U+261D><U+FE0F>

#Parkland #SchoolShooting https://t.co/shlwAcS7ON",FALSE,0,NA,2018-04-06 15:19:17,FALSE,NA,"982276566569791489",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sixbennetts",1,FALSE,FALSE,NA,NA
"64","""In the end, the psychopathology of school shooters can be distilled into just two distinguishing factors.”… https://t.co/5l2egtANXK",FALSE,0,NA,2018-04-06 14:56:46,TRUE,NA,"982270897657704448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HiRezLife",0,FALSE,FALSE,NA,NA
"65","If you are riding the #TrumpTrain you are a well balanced happy American who will never be a #SchoolShooting perpet… https://t.co/VnLBY2Hhju",FALSE,1,NA,2018-04-06 14:34:15,TRUE,NA,"982265233157705728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","squirellsRnutz",0,FALSE,FALSE,NA,NA
"66","I read during the week about an #Adventist girl who had been injured in that #SchoolShooting in the US in Feb, some… https://t.co/hRTMcuk4T3",FALSE,2,NA,2018-04-06 13:53:05,TRUE,NA,"982254872484429826",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","esperanceguy",0,FALSE,FALSE,NA,NA
"67","#NRABoycott #NRABloodMoney #BoycottNRASponsors #BanAssaultWeapons #MassShootings #SchoolShooting #Laws #CommonSense… https://t.co/4ZagBAomPF",FALSE,1,NA,2018-04-06 13:21:23,TRUE,NA,"982246893303480322",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kkjn1966",2,FALSE,FALSE,NA,NA
"68","Sheryl Crow Debuts an #Emotional #New Song on the Sandy Hook #SchoolShooting’s 5th #Anniversary - #PrescientInfo https://t.co/TcZI6PMk8l",FALSE,0,NA,2018-04-06 11:41:34,FALSE,NA,"982221773285371904",NA,"<a href=""https://prescient.info/"" rel=""nofollow"">Prescie<U+014B>t Info</a>","deemoda83",0,FALSE,FALSE,NA,NA
"69","#GOPcollusion #GOPComplicit #CorruptGOP #corrupted #NRABoycott #NRABloodMoney #terror #MassShootings… https://t.co/QGtqQ80IwX",FALSE,0,NA,2018-04-06 11:26:30,TRUE,NA,"982217981483663360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kkjn1966",1,FALSE,FALSE,NA,NA
"70","#SchoolShooting #Parkland #DavidHogg https://t.co/tMnE91wrlr",FALSE,0,NA,2018-04-06 11:25:07,FALSE,NA,"982217634782445568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oncebitten1981",0,FALSE,FALSE,NA,NA
"71","#guns #HumanRights #Humanity #CommonSense #CommonSenseGunLaws #GunControl #GunControlNow #GunReformNow #GunReform… https://t.co/ythBOb5Sik",FALSE,0,NA,2018-04-06 10:58:10,TRUE,NA,"982210851833655296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kkjn1966",2,FALSE,FALSE,NA,NA
"72","#NRAIsATerroristOrganization #NRABoycott #NRABloodMoney #BoycottNRASponsors #GunReformNow #GunReform… https://t.co/5lk977QYKs",FALSE,0,NA,2018-04-06 10:53:39,TRUE,NA,"982209716905435136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kkjn1966",2,FALSE,FALSE,NA,NA
"73","#NRAIsATerroristOrganization #NRABoycott #NRABloodMoney #BoycottNRASponsors #MassShootings #SchoolShooting #Victims… https://t.co/URGl00nLoY",FALSE,1,NA,2018-04-06 10:42:47,TRUE,NA,"982206982240153603",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kkjn1966",1,FALSE,FALSE,NA,NA
"74","#impact #GunLaws #CommonSense #CommonSenseGunLaws #MassShootings #SchoolShooting #GunViolence #GunControl… https://t.co/lfWAQ7kKHM",FALSE,0,NA,2018-04-06 10:39:27,TRUE,NA,"982206141844275201",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kkjn1966",1,FALSE,FALSE,NA,NA
"75","#culture #guns #CommonSense #CommonSenseGunLaws #MassShootings #SchoolShooting #GunViolence #Victims #innocent… https://t.co/LnOzkWwHEe",FALSE,1,NA,2018-04-06 10:36:05,TRUE,NA,"982205293609152513",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kkjn1966",1,FALSE,FALSE,NA,NA
"76","#Rights #HumanRights #people #PeopleNow #humanitarian #guns #GunControl #GunControlNow #GunReform #GunReformNow… https://t.co/XAdYRO42Ff",FALSE,0,NA,2018-04-06 10:28:57,TRUE,NA,"982203499332055040",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kkjn1966",1,FALSE,FALSE,NA,NA
"77","#CommonSense #CommonSenseGunLaws #NRAIsATerroristOrganization #NRABoycott #NRABloodMoney #BoycottNRA… https://t.co/BbVpG4uPMz",FALSE,1,NA,2018-04-06 10:23:00,TRUE,NA,"982202003316064256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kkjn1966",1,FALSE,FALSE,NA,NA
"78","#NRAIsATerroristOrganization #NRABoycott #BoycottNRA #BoycottNRASponsors #NRABloodMoney #MassShootings… https://t.co/oFS9tAv1od",FALSE,1,NA,2018-04-06 10:20:31,TRUE,NA,"982201376808710144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kkjn1966",2,FALSE,FALSE,NA,NA
