"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"27","For those not listening <ed><U+00A0><U+00BD><ed><U+00B1><U+0082>...for those that Don’t get it!!..this quotes for U<ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><U+200D><U+2640><U+FE0F><ed><U+00A0><U+00BD><ed><U+00BA><U+00AB>...AS A PARENT WHY IS IT THAT MY… https://t.co/oG3RzUZ8C9",FALSE,0,NA,2018-04-05 16:07:42,TRUE,NA,"981926360661811201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","latinajames2256",0,FALSE,FALSE,NA,NA
"28","No one remembers my name. I'm one of many. Too many. Too Young. Oh, my name was mentioned here and there. A thought… https://t.co/3sg2WexusU",FALSE,0,NA,2018-04-05 16:02:52,TRUE,NA,"981925147002134528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","globalinbound",0,FALSE,FALSE,NA,NA
"29","A new, bizarre, terrible disease striking society In United States. 
America has had 11 school shootings in the las… https://t.co/ye7pztx68a",FALSE,0,NA,2018-04-05 15:28:32,TRUE,NA,"981916504609484800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","khanmab",1,FALSE,FALSE,NA,NA
"30","#Hackney #London #SkripalPoisoning #Ankara #Turkey 
#schoolshooting #NationalGuard #Mexican #BorderWall #CDC… https://t.co/sRHFI7m9IE",FALSE,3,NA,2018-04-05 15:08:31,TRUE,NA,"981911468517052417",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JarntiDowe",1,FALSE,FALSE,NA,NA
"31","Write your thoughts DIRECTLY to the U.S. Representatives to PREVENT school shootings. Easy and Free. Because your o… https://t.co/ZX1OkJLjxr",FALSE,0,NA,2018-04-05 14:47:12,TRUE,NA,"981906102072889345",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pjw_tom",0,FALSE,FALSE,NA,NA
"32","#PatriotStar #JulianEdelman Helps Police Intercede in Potential #SchoolShooting: PORT HURON, Mich. – All … https://t.co/Yc6buqt2kf",FALSE,0,NA,2018-04-05 14:11:01,TRUE,NA,"981896996972781568",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","ReportSpeeders",0,FALSE,FALSE,NA,NA
"33","#bullying #schoolshooting #WhitePrivilege #WhitePeople #throwback #BlackLivesMatter #MLK50Forward #BlackTwitter… https://t.co/TNoapiLcaU",FALSE,0,NA,2018-04-05 13:36:27,TRUE,NA,"981888298330284032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SuddenlySusan83",0,FALSE,FALSE,NA,NA
"34","My apologies @NRA, I wanted to go to school to LEARN not get shot dead in class. My mistake. @realDonaldTrump… https://t.co/bhfMInCo1r",FALSE,0,NA,2018-04-05 13:34:39,TRUE,NA,"981887843193810944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WillowsNotWar",0,FALSE,FALSE,NA,NA
"35","Tutti al lavoro!!<ed><U+00A0><U+00BC><ed><U+00BF><U+00AB>
#ASOC1718 #filomadeingb #opencoesione #italia #squad #schoolshooting #school #scuola… https://t.co/QN3M61Rp1K",FALSE,9,NA,2018-04-05 13:33:07,TRUE,NA,"981887459612090368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Madeingb_",5,FALSE,FALSE,NA,NA
"36","Tutti al lavoro!!<ed><U+00A0><U+00BC><ed><U+00BF><U+00AB>
#ASOC1718 #filomadeingb #opencoesione #italia #squad #schoolshooting #school #scuola… https://t.co/83EsPBauVK",FALSE,10,NA,2018-04-05 13:28:39,TRUE,NA,"981886335379177472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Madeingb_",5,FALSE,FALSE,NA,NA
"37","@NOS Wapenwetten zijn zeker niet streng genoeg. #schoolshooting",FALSE,0,"NOS",2018-04-05 12:59:26,FALSE,"981873258160181248","981878983217373184","7174972","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","cvhene",0,FALSE,FALSE,NA,NA
"38","#Turkey: 4 staff members killed in attack at #university.

https://t.co/VOaFNwSf0i

Follow us on #Telegram :… https://t.co/2I3m8nsKOz",FALSE,0,NA,2018-04-05 12:50:25,TRUE,NA,"981876711842369537",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alghadeertv_eng",0,FALSE,FALSE,NA,NA
"39","A<U+200B>mid debate on raising the minimum age for gun buys, a statistic shows that <U+200B><U+200B>most mass school shooters use guns o… https://t.co/F9PoEk3McC",FALSE,2,NA,2018-04-05 12:50:11,TRUE,NA,"981876654816616448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tawnell",3,FALSE,FALSE,NA,NA
"40","School Shootings are Tragic but Why Do We Even Have Schools?
https://t.co/mp93AAr1C7 #schoolshooting #School https://t.co/hC6zSLCvhm",FALSE,1,NA,2018-04-05 12:18:49,FALSE,NA,"981868762789007360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","quantascie",0,FALSE,FALSE,NA,NA
"41","Sheryl Crow Debuts an #Emotional #New Song on the Sandy Hook #SchoolShooting’s 5th #Anniversary - #PrescientInfo https://t.co/7siI5NQbrk",FALSE,0,NA,2018-04-05 11:03:13,FALSE,NA,"981849735148527616",NA,"<a href=""https://prescient.info/"" rel=""nofollow"">Prescie<U+014B>t Info</a>","rnsills",0,FALSE,FALSE,NA,NA
"42","#Tucker Carlson Finally Had Enough of #DavidHogg, Took Him Down on National TV &lt; America Fans &gt;… https://t.co/IO7jgKFRIH",FALSE,1,NA,2018-04-05 07:37:11,TRUE,NA,"981797886055895040",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Aethonaia",1,FALSE,FALSE,NA,NA
"43","To all of you #GunControlNow #people who #advocate for no #GunOwners the Sutherland #church #shooting and #Pearl… https://t.co/WNx0JE0xZT",FALSE,0,NA,2018-04-05 06:47:17,TRUE,NA,"981785326183002112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MatthewSalzer",0,FALSE,FALSE,NA,NA
"44","#PeterWang #Parkland #SchoolShooting @davidhogg111 hasn't mentioned this #Hero from his school.  Too busy primping… https://t.co/FNtO4pABQM",FALSE,2,NA,2018-04-05 05:40:04,TRUE,NA,"981768414128582656",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CharlesKByrne",1,FALSE,FALSE,NA,NA
"45","#lovesthis #SchoolShooting #patsfan https://t.co/81cfQGKLqm",FALSE,1,NA,2018-04-05 05:09:55,FALSE,NA,"981760826649460736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Todd_Lemense",0,FALSE,FALSE,NA,NA
"46","#IsntItFunnyWhen the #Government won't make #Abortion illegal but will try to take #Guns away after a… https://t.co/pD0SAydNo8",FALSE,0,NA,2018-04-05 04:23:46,TRUE,NA,"981749212521074693",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oncebitten1981",0,FALSE,FALSE,NA,NA
"47","#EnoughIsEnough The #SES #CIA #DeepState #Elites #Cabal Will NEVER get away with another #JFK #BobbyKennedy #JFKJr… https://t.co/Mb4rQ0oHCr",FALSE,0,NA,2018-04-05 04:09:03,TRUE,NA,"981745506165641216",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ChristinaZoo",1,FALSE,FALSE,NA,NA
"48","#Teen Planned Massacre #SchoolShooting
Get PeerSafe free #safety alert #iphone #ipad app with alert messages to… https://t.co/cXIN0GIvMd",FALSE,0,NA,2018-04-05 02:30:29,TRUE,NA,"981720699910799360",NA,"<a href=""http://dropial.com/"" rel=""nofollow"">Dropial Service App</a>","boulderbusiness",0,FALSE,FALSE,NA,NA
"49","Parkland student activists drive American right berzerk, supercharge attack on public education… https://t.co/6d87HNIfab",FALSE,0,NA,2018-04-05 02:18:10,TRUE,NA,"981717601054281728",NA,"<a href=""http://www.crowdfireapp.com"" rel=""nofollow"">Crowdfire - Go Big</a>","SHOUTnews1",0,FALSE,FALSE,NA,NA
"50","#parenting #education #SchoolShooting https://t.co/1u0LnfcYuL",FALSE,0,NA,2018-04-05 00:29:13,FALSE,NA,"981690183358693376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HngOver",0,FALSE,FALSE,NA,NA
"51","Here's #DavidHogg 6 months prior to #schoolshooting on the news. Someone in #Gov decided Hogg was good enough… https://t.co/AkZpPphkgh",FALSE,0,NA,2018-04-05 00:06:52,TRUE,NA,"981684561737338880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AFNeoMorpheus",0,FALSE,FALSE,NA,NA
"52","#StudentsStandUp #GunControl #ParklandStudents #schoolshooting #gunsense #BanAssaultWeapons #MomsDemandAction… https://t.co/s1bbyJpYOD",FALSE,0,"Shivohm",2018-04-04 23:58:41,TRUE,"981682500253630464","981682502325551104","46493847","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Shivohm",0,FALSE,FALSE,NA,NA
"53","Politics doesn't belong in schools https://t.co/iJxZTmPziB #MAGA #SchoolShooting https://t.co/LMaOKqpLb9",FALSE,0,NA,2018-04-04 23:27:02,FALSE,NA,"981674533492060164",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","RoadToSuccess1",0,FALSE,FALSE,NA,NA
"54","As if I needed another reason to like @Edelman11 #schoolshooting #instagram https://t.co/xfKiGSjldz",FALSE,0,NA,2018-04-04 23:14:32,FALSE,NA,"981671391496941569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nmo941",0,FALSE,FALSE,NA,NA
"55","Protest Tee
@AMarch4OurLives #marchforourlives #guncontrol #blacklivesmatter #schoolshooting… https://t.co/Krvd7MXu9V",FALSE,0,NA,2018-04-04 23:02:28,FALSE,NA,"981668353256419328",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TOYGAMI",0,FALSE,FALSE,NA,NA
"56","Great work @Edelman11! Helping to stop a potential #schoolshooting!",FALSE,0,NA,2018-04-04 22:48:32,FALSE,NA,"981664845291491328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MRintouch",0,FALSE,FALSE,NA,NA
"57","He does more than catch passes from Tom Brady...and his fast reaction may have saved lives...

Patriots’ Julian Ede… https://t.co/z7JDwD8m76",FALSE,1,NA,2018-04-04 21:21:09,TRUE,NA,"981642855461609472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jonmattleman",0,FALSE,FALSE,NA,NA
"58","It’s quite amazing! The US bombed a graduation ceremony in Afghanistan yesterday killing 150 children. No outcry ov… https://t.co/cl5IUaaM9y",FALSE,0,NA,2018-04-04 21:02:48,TRUE,NA,"981638238191411201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yasser_din",0,FALSE,FALSE,NA,NA
"59","Sheryl Crow Debuts an #Emotional #New Song on the Sandy Hook #SchoolShooting’s 5th #Anniversary - #PrescientInfo https://t.co/TcZI6PuJgN",FALSE,0,NA,2018-04-04 20:46:15,FALSE,NA,"981634073700511744",NA,"<a href=""https://prescient.info/"" rel=""nofollow"">Prescie<U+014B>t Info</a>","deemoda83",0,FALSE,FALSE,NA,NA
"60","13-year-old boy sentenced for Snapchat threat about shooting up church school https://t.co/8TkiNlDHdQ #Parkland… https://t.co/TebLOrFm3e",FALSE,0,NA,2018-04-04 20:41:42,TRUE,NA,"981632926541545472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BoroNewsie",0,FALSE,FALSE,NA,NA
"61","The Bullying - School Shooter Connection and What We Can Do About It https://t.co/2KyfCVXzjJ @saltedsprings… https://t.co/UbR7SUXBge",FALSE,0,NA,2018-04-04 20:04:41,TRUE,NA,"981623610455547904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LeahDeCesare",0,FALSE,FALSE,NA,NA
"62","Listen to UNHIREABLE #71: GOING FULL HOGG with “Doug” on @SoundCloud #hogg #gonzalez #kashuv #parkland #guns… https://t.co/jiAOdC6mS6",FALSE,1,"UNHIREABLEshow",2018-04-04 20:02:13,TRUE,"981602978619645952","981622991095324672","3319196948","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UNHIREABLEshow",0,FALSE,FALSE,NA,NA
"63","Listen to UNHIREABLE #71: GOING FULL HOGG with “Doug” on @iTunes #hogg #gonzalez #kashuv #parkland #guns #teenbeat… https://t.co/dPqif1DQNL",FALSE,2,"UNHIREABLEshow",2018-04-04 18:42:42,TRUE,"981602411683991552","981602978619645952","3319196948","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UNHIREABLEshow",1,FALSE,FALSE,NA,NA
"64","@APHealthScience @temperne @LindseyTanner the study is too broad to be #science You can't put #ADD #OCD and ""mild""… https://t.co/G5tXSpwSxO",FALSE,1,"APHealthScience",2018-04-04 18:16:47,TRUE,"965642038162096130","981596458603503616","831567731820527618","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sunbeanz",0,FALSE,FALSE,NA,NA
"65","@temperne @Gayla @Admiral_Nelly @davidhogg111 @sleepnumber @ATT @Allstate @esurance @Bayer @RocketMortgage… https://t.co/cOu9RbFhyj",FALSE,0,"temperne",2018-04-04 18:09:21,TRUE,"981591551792033794","981594585934725120","71152794","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sunbeanz",0,FALSE,FALSE,NA,NA
"66","Little Miami High boy to write apology to principal, serve 25 hours community service for school threat before… https://t.co/OY3wqMoorh",FALSE,0,NA,2018-04-04 17:43:26,TRUE,NA,"981588064815517696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BoroNewsie",0,FALSE,FALSE,NA,NA
"67","How the fuck did they think this would work? Like a random kid would pack a gun in their clear backpack, go to scho… https://t.co/ryiQQ57SIN",FALSE,2,NA,2018-04-04 17:34:21,TRUE,NA,"981585780614320129",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Vesuvius_Vixen",1,FALSE,FALSE,NA,NA
"68","#Neveragain countdown until the next #SchoolShooting
Get PeerSafe free #safety alert #iphone #ipad app with alert m… https://t.co/IRg9iLPdrH",FALSE,0,NA,2018-04-04 17:30:18,TRUE,NA,"981584758936289280",NA,"<a href=""http://dropial.com/"" rel=""nofollow"">Dropial Service App</a>","peersecurity",0,FALSE,FALSE,NA,NA
"69","Fuck yeah clear backpacks, because clear backpacks are gonna stop someone from hiding weapons under their clothes o… https://t.co/8bIIXru9ub",FALSE,7,NA,2018-04-04 17:23:33,TRUE,NA,"981583061296001025",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Vesuvius_Vixen",0,FALSE,FALSE,NA,NA
"70","#SchoolShooting @POTUS The misdiagnosis in these situations will ensure that shootings will continue.  Mental healt… https://t.co/MFkf8KJHQd",FALSE,0,NA,2018-04-04 17:18:41,TRUE,NA,"981581838106988544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fr8ctur3",0,FALSE,FALSE,NA,NA
"71","Improved Mental Healthcare Won’t Prevent Mass Shootings https://t.co/AjONZHFNmE via @psychtoday #mentalillness… https://t.co/Cb5gYQT4FD",FALSE,0,NA,2018-04-04 17:07:00,TRUE,NA,"981578898675814400",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","TheWellness",0,FALSE,FALSE,NA,NA
"72","Interesting @Jezebel piece contrasting response to #SchoolShooting by students/community in working class Benton, K… https://t.co/SpMGyf435j",FALSE,0,NA,2018-04-04 17:03:37,TRUE,NA,"981578045415968773",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","LisaZDunn",1,FALSE,FALSE,NA,NA
"73","#Teen Planned Massacre #SchoolShooting
Get PeerSafe free #safety alert #iphone #ipad app with alert messages to… https://t.co/b4nO4ZmqZV",FALSE,0,NA,2018-04-04 17:00:21,TRUE,NA,"981577222078152704",NA,"<a href=""http://dropial.com/"" rel=""nofollow"">Dropial Service App</a>","peersecurity",0,FALSE,FALSE,NA,NA
"74","#GunSense: Yep, A Thwarted #SchoolShooting For Sure! https://t.co/9eOxUn5UCL @JazzShaw #tcot #p2 #2a #2ndamendment… https://t.co/w9Q32rXvks",FALSE,0,"BigGator5",2018-04-04 16:36:34,TRUE,"979812478040371200","981571236710043648","188760974","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BigGator5",0,FALSE,FALSE,NA,NA
"75","The #Truth About The #Florida #SchoolShooting and #NikolasCruz https://t.co/qNTdhIFJ1l via @YouTube @davidhogg111… https://t.co/HxXPEzIU6k",FALSE,0,NA,2018-04-04 16:24:19,TRUE,NA,"981568156266323969",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SueLUVSdogs",0,FALSE,FALSE,NA,NA
"76","Run Hide Fight Tell Treat Learn what to do on the App
For more information, please sign up for our brochure and int… https://t.co/sJvLTJMfW1",FALSE,1,NA,2018-04-04 15:30:21,TRUE,NA,"981554575084867584",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","GetReadyOnline",0,FALSE,FALSE,NA,NA
"77","I can really see how these would protect you from a bullet <ed><U+00A0><U+00BD><ed><U+00B9><U+0084> <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>#schoolshooting #GoodJobAmerica https://t.co/W6jVDuwjcK",FALSE,0,NA,2018-04-04 15:05:03,FALSE,NA,"981548205375655936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KellyBoyle3",0,FALSE,FALSE,NA,NA
